x, y, timestamp
0.5182684659957886, 0.4896085858345032, 1.0
0.4545398950576782, 0.5494878888130188, 1.0
0.3550572991371155, 0.6020566821098328, 1.0
0.3718899190425873, 0.5030092597007751, 1.0
0.36413872241973877, 0.3705548346042633, 1.0
0.34003087878227234, 0.26706090569496155, 1.0
0.3140775263309479, 0.19742755591869354, 1.0
0.3452150523662567, 0.1759294718503952, 1.0
0.39735502004623413, 0.17603051662445068, 1.0
0.4277474880218506, 0.1683385819196701, 1.0
0.41763103008270264, 0.14534752070903778, 1.0
0.42683395743370056, 0.1275423765182495, 1.0
0.5004730820655823, 0.13258758187294006, 1.0
0.605279266834259, 0.13661418855190277, 1.0
0.6301366686820984, 0.15736719965934753, 1.0
0.6216332912445068, 0.18188369274139404, 1.0
0.6399407386779785, 0.22943541407585144, 1.0
0.6424034833908081, 0.32954370975494385, 1.0
0.6257283687591553, 0.4319264888763428, 1.0
0.6163442730903625, 0.4883273243904114, 1.0
0.6139929890632629, 0.5175857543945312, 1.0
0.6259732842445374, 0.5020132660865784, 1.0
0.6386361122131348, 0.47780394554138184, 1.0
0.6205399036407471, 0.45788154006004333, 1.0
0.6104272603988647, 0.5209148526191711, 1.0
0.5976273417472839, 0.608130693435669, 1.0
0.5950512290000916, 0.6477178931236267, 1.0
0.5340816378593445, 0.6729090809822083, 1.0
0.48342591524124146, 0.6574758291244507, 1.0
0.408894419670105, 0.6042525768280029, 1.0
0.3881165683269501, 0.573478102684021, 1.0
0.4052853286266327, 0.571271538734436, 1.0
